,resource_state,name,distance,moving_time,elapsed_time,total_elevation_gain,type,sport_type,workout_type,id,start_date,start_date_local,timezone,utc_offset,location_city,location_state,location_country,achievement_count,kudos_count,comment_count,athlete_count,photo_count,trainer,commute,manual,private,visibility,flagged,gear_id,start_latlng,end_latlng,average_speed,max_speed,average_cadence,has_heartrate,heartrate_opt_out,display_hide_heartrate_option,elev_high,elev_low,upload_id,upload_id_str,external_id,from_accepted_tag,pr_count,total_photo_count,has_kudoed,athlete.id,athlete.resource_state,map.id,map.summary_polyline,map.resource_state
23,2,Afternoon Run,12212.4,3262,3297,113.1,Run,Run,,3377431208,2020-02-11T22:40:24Z,2020-02-11T15:40:24Z,(GMT-07:00) America/Denver,-25200.0,,,,5,0,0,2,0,False,False,False,False,everyone,False,,"[46.863627, -113.984126]","[46.863659, -113.984079]",3.744,5.4,78.7,False,False,False,1071.8,976.1,3608828788,3608828788,stripped_health_data_56603883_1588289662.gpx,False,2,0,False,56603883,1,a3377431208,s``}GxouvTUHEIaAHu@Lc@EuA@aAEcAA{@HQCcAe@mA]q@Mm@Yy@SwAo@{@I}@c@c@C{Ai@oAo@KMO_@OOa@[]Kc@FMCEEGOAKBeAK[OUGCQDY?g@QE?MJm@z@Ur@c@r@{AxCe@t@MPYN[VSVI?UOm@q@cAw@_@c@_@s@k@_B]o@[c@]YsAc@e@g@W_@g@aAKc@Mw@KiAKo@Ce@UsAWu@S[QUYMsA]_BWk@BUA[Iq@k@IKYo@MQK]MUe@m@_Ag@i@_@_@i@GSGm@IwBCQCII@o@`@a@JeB?c@BmACOBSLA^Dv@CTI\g@Xa@Hg@Gq@Fc@MsAUu@K]AgBLyDA[Bg@Co@@qCQw@@[Cg@DuBGgEBoCEkAFeAAu@FiDHsBCuBB{@DuBCg@@eAIkC?eCIkABo@J{Br@aBTsA\SPe@h@]`As@rAaChCq@d@m@Ra@Fy@DY@eAQ_Ac@qBuAw@q@eAs@[[mAw@aCmBq@s@qA}As@q@_@g@][e@k@uA}A_BaBwBgCaAcA]WsAy@qAc@e@Iq@C{C_@_@Sq@o@y@oA[q@k@}@SYe@c@{@cAQa@Ig@Cw@FoBHu@Aa@O{@Iq@e@qAM{@Ce@GYA[NgA\}@FGBBT\HHbA`@nARb@Br@TNNP\PTRJbANjAEXIPm@Pa@X[JEx@BfCt@`@JJAHKJYh@mCFOJG`@CXFLFz@A~CLrBA~BInEBPC^OpBkA\WRGrAFfL?jAHf@EvCAl@DRE^Fh@@b@EzAF\Ex@A|A@|AAdAEn@BdACr@Ht@C~BBj@O`@C|CF|@CtBBZBZE`@A`BFlAElFD`FChC@RLHPDhAFXFR@x@BnBKvFBx@AnBBzCKtBFHHHLBn@Fn@CvD@h@CjBBh@DnD@zDEtBJlAEfD?nBEb@F`@V`@NVT`AfAdAxA\v@pA|BjAhBLVp@hAfA`B`BhC\t@Zf@~AnCt@hAZn@RV`A`BZj@JZPTdAfBLXNPJVp@bA\t@nAfBdApBFf@AJMf@?JNF^@PDNJPRL\?jAFJJFp@A`@J`BnAzA~@TVFBn@HbAd@f@B~CjAfAV`@Nn@Nt@Vl@Xl@DjBBx@G~AFr@Cp@Kt@C,2
24,2,Afternoon Run,9.8,195,195,0.0,Run,Run,,3377430915,2020-02-11T00:51:51Z,2020-02-10T16:51:51Z,(GMT-08:00) America/Los_Angeles,-28800.0,,,,0,0,0,1,0,True,False,False,False,everyone,False,,[],[],0.05,1.3,63.2,False,False,False,,,3608828615,3608828615,stripped_health_data_56603883_1588289661.tcx,False,0,0,False,56603883,1,a3377430915,,2
25,2,Afternoon Run,3426.7,993,998,12.3,Run,Run,,3377431013,2020-02-10T23:42:16Z,2020-02-10T16:42:16Z,(GMT-07:00) America/Denver,-25200.0,,,,0,0,0,3,0,False,False,False,False,everyone,False,,"[46.869471, -114.022282]","[46.863884, -113.984124]",3.451,4.6,79.3,False,False,False,979.0,966.5,3608828678,3608828678,stripped_health_data_56603883_1588289661.gpx,False,0,0,False,56603883,1,a3377431013,eea}Gh~|vTEEFBACDHCBGCAEC@GAOFYMEFKCAJCEADEC?JQCCMGmACsBCEEAqAFGEEWBeAAYISUQEM@{BEy@Is@EuABm@Fc@@e@CC?wAGoAAeBByAAaAF}@Fe@De@Q{GHiCF[Na@?GGwE?u@J_BMwDLkCKgFIeB?eAOwAGiCAeDBo@La@X]HWBQX_GTcAN_A?G@CNE@EHy@`@w@V_AXo@^a@j@e@`A{Aj@k@|@qATc@dAqDdCgLTa@X}@n@aCd@{BTcBLcBNyGCqAEu@C{EDaA?qAI}AE}BHwFDOHMNMz@LLEvC_CXa@ZOJIFSFa@`@sALwAJONGFa@HGHCFID}@Pk@AYBOr@eA,2
26,2,Afternoon Run,3227.9,637,637,0.0,Run,Run,,3377430984,2020-02-10T23:30:53Z,2020-02-10T16:30:53Z,(GMT-07:00) America/Denver,-25200.0,,,,3,0,0,3,0,False,False,False,False,everyone,False,,"[46.866358, -113.984434]","[46.869111, -114.022273]",5.067,6.3,84.1,False,False,False,976.2,966.5,3608828651,3608828651,stripped_health_data_56603883_1588289661.gpx,False,2,0,False,56603883,1,a3377430984,uq`}GvquvTIh@EFCNEHC\?\AZ@h@Al@DHB`AClF@~IVlGEzB?jBLpFc@zH]zCSjAOp@a@lAc@|Ai@vA_@nAk@|C_A~D}@xCWh@{@pA]^{@pA}@|@]`@a@z@Yx@S\M~@e@pA?NGXGf@IjBOfAI|AIVUZKTETAXFdEHzATnBBhBJrB@pDGxCFvDKrCDxECXMb@Cb@?jBFrBAdCAh@MpAEfEFfBHbA@`BHrA?LGd@EFALGF?LFdB?nCDXZ^@J?pAFTNBVEb@@H?LFCpA?nADVBDVBv@EpA?PB,2
27,2,Afternoon Run,6487.4,1637,1637,9.6,Run,Run,,3377431082,2020-02-10T23:03:13Z,2020-02-10T16:03:13Z,(GMT-07:00) America/Denver,-25200.0,,,,11,0,0,6,0,False,False,False,False,everyone,False,,"[46.866356, -113.984422]","[46.866449, -113.984662]",3.963,5.7,80.1,False,False,False,976.2,966.5,3608828747,3608828747,stripped_health_data_56603883_1588289662.gpx,False,4,0,False,56603883,1,a3377431082,uq`}GtquvTCZW`AAdAFbH?zBBxDEvA?r@TxGEvBDtBAtBDhBA~AUtE[nCa@~B{A|Eg@jAUv@c@zBc@jB]`BmA~D_@p@u@fAi@n@e@x@gA`AMN[r@_@dAYh@MdAOf@Ud@AHIt@KrBWjDIVU\KTEd@?vBDzAJhBPxA@jBFbAFxEIrDJpCIvCB~D@p@?NOn@GpBD`D?jBCj@Mr@G~A?bCNdF@`BAb@KNEn@?hAHbABfCFVTTDH@rABTDHLHXEb@?PDBF@VEvA?f@DXDDPBP?r@G^@h@An@DS@YIMBWCy@Hk@Ce@FEKBk@C{@@}ACC_@Fk@FKAIEGM@mBGSSICM@}CGy@CcBFwAESAM@eCIwCBmAAaALcCKkA?iACu@A{A?a@LoBH[JUBMCcFJqCKmDHmCE_B?iBMyB?qAScBGuB@wEBSDO\c@FUZsDHiBJe@Vk@B]HC@MFCDS?YB[`@u@Rq@b@kAbAcA~@_Bn@o@nAcBz@eDhCsLTe@La@Nq@z@qCb@uCLaAPkCJ}DCqAEk@@kCCsBDcB?q@Ea@K{DBuBCi@Bu@CsA@uCAu@DkACoBD}BDm@DG,2
28,2,Afternoon Run,3232.4,948,1023,6.1,Run,Run,,3377431006,2020-02-10T22:43:09Z,2020-02-10T15:43:09Z,(GMT-07:00) America/Denver,-25200.0,,,,0,0,0,7,0,False,False,False,False,everyone,False,,"[46.863572, -113.984235]","[46.866325, -113.984395]",3.41,4.5,77.8,False,False,False,983.5,975.6,3608828690,3608828690,stripped_health_data_56603883_1588289661.gpx,False,0,0,False,56603883,1,a3377431006,i``}GnpuvTFRJHvACd@B^G~@@RCV?PKF?t@Fh@IlB?ZFJELAv@Bd@Mx@FZNTXN`@Vv@DZDn@HRTD`@@bBCB@BL@f@NXz@X\DP@\Ad@HHHDX?bA@VBB~@PxAN~@@XB|@?dBEtCFdBA~D?HCECU@o@Bu@H{DJ[EmCCkAD_@?iBFe@Ac@@uAEW@_AAu@Ic@?]@OE_ACmABgAAOCYBKEYW[w@c@i@Ua@I[SqBCGIGWAoBLMQWs@Q[e@WYm@MAo@@i@EuAJmAIe@Bk@IYIwAEy@M[?Y@u@I{AEY@QF]Ae@QKAGDOfAYhACr@F|CAZCH@CE}CFgBRo@VeBFMHAJFS@IHKr@,2
29,2,Morning Run,15937.9,4112,4457,48.9,Run,Run,,3377431262,2020-02-08T16:25:58Z,2020-02-08T09:25:58Z,(GMT-07:00) America/Denver,-25200.0,,,,4,0,0,7,0,False,False,False,False,everyone,False,,"[46.86662, -113.985305]","[46.863622, -113.984035]",3.876,7.4,80.1,False,False,False,989.1,961.1,3608828774,3608828774,stripped_health_data_56603883_1588289662.gpx,False,0,0,False,56603883,1,a3377431262,ks`}GdwuvTNn@GRF\Cf@DBGN?HFBGVNEKN@PKFFDARBBGNL`IE`CVdHC|EFhFEnBWjFMdAi@jCo@nBi@nBk@lAkBxJm@`Ca@pAm@bAeArAi@fAiAnA_AtBa@n@Gx@Kf@Sh@In@O`@[pCOlCIV_@b@ERApETfDHr@@nABPXRz@Lz@x@tAdA|CrB~@T~@|@v@`A^Xz@h@v@z@f@d@Xb@lC~Bf@Xx@t@hAdAPFXn@xA`BrBzAx@z@j@X^d@xCvCnB~ApErE|G~FzAhB^Rd@h@j@`@nAzA~AjAfCjCxDnDb@\j@n@bBrAh@l@^R^\f@n@rBhBrAxApBxAl@r@b@Tt@dAd@X`BbB~BhBfB|Aj@p@x@l@p@x@tAjAFP?RNl@d@?fAx@fAhAxAbB`CjBvDpDbAlA`BnAxCtCv@Zb@p@v@x@t@|@nEdEl@d@v@x@`At@dGnFpApA\Th@Vl@|@tBvGx@nDb@nA|@lDf@rAnAjEx@bCt@|Cj@|AdAnDTfArAvEv@vBl@vBfAxCp@dCn@vA~AfCjAx@b@LVGz@}Af@e@Zq@x@Ov@@LIHQJk@Bo@C]c@mB_A{Cw@wDQqAO]UQeACq@Ug@c@g@s@_@iASkACi@M}@Me@]k@QsAB{CFo@EwDH_E?}CFwBAaFBm@B{DEuDH{@EgAE}B@uAEcAF{ACy@BoAGqDDm@?wFKqLDcGGgB@mBE}FBgDGw@Oa@C{@HcHAyBBmA?_CEiABwCEKAQ@mAKqEMoCQaCi@gDEm@Uy@{AoEQ_Aw@kC{D{K}ByIa@gAi@eAS}@a@qAg@kA[_A_@{AYu@e@cBeBuFo@iDe@kBM{@}A_G_A{Eo@aCm@sDg@aBMSSIe@I}@B]]_@SgFF_EMuCJoCAsBHiFD[Am@a@SCeAHOGc@oBKwA?kOEcDHyDIiA?aCEcAB{@He@CoD@eCIaCKwAKi@Qa@c@GuDPkDEqBDm@EuBNiB?aDM_IHiBEc@Go@SiC?COCi@?cEI{C?gBEi@Ww@Cw@Gm@Sg@_A_Bg@a@{@_@a@Iy@e@oEuAaEaAwAAMNGp@GVMPwB?_BoAuCeBgBqAe@Oe@Bm@`@[\k@dAQr@Cb@@T]xBAXLzIHLh@Bh@b@J@l@m@|AK,2
30,2,Afternoon Run,1799.7,597,597,25.5,Run,Run,,3377430967,2020-02-07T23:09:54Z,2020-02-07T15:09:54Z,(GMT-08:00) America/Los_Angeles,-28800.0,,,,0,0,0,1,0,False,False,False,False,everyone,False,,"[46.726657, -117.018548]","[46.726886, -117.018642]",3.015,8.5,79.5,False,False,False,816.3,794.4,3608828652,3608828652,stripped_health_data_56603883_1588289661.gpx,False,0,0,False,56603883,1,a3377430967,qhe|G|dfiUPXJIDMFHD@@SB@H\Fr@D?BPSf@AJGJGC@FCNC@C\ELC?YnAWx@If@Ed@OlEClA@bAIxCDBb@Af@Il@c@X]b@s@Vm@XcANgAHgCJ_BBBBK^kLE`DGlBEf@AdAc@nIIj@St@c@bAOVe@f@IFi@Vm@H[@KAIGCQZ{GHaEDm@Hc@ZuAd@cBP_AAKKEUWUOm@k@,2
31,2,Afternoon Run,3444.6,904,993,66.7,Run,Run,,3377431014,2020-02-07T21:36:09Z,2020-02-07T13:36:09Z,(GMT-08:00) America/Los_Angeles,-28800.0,,,,3,0,0,1,0,False,False,False,False,everyone,False,,"[46.72696, -117.022278]","[46.726888, -117.01863]",3.81,5.9,79.7,False,False,False,828.5,794.3,3608828668,3608828668,stripped_health_data_56603883_1588289661.gpx,False,1,0,False,56603883,1,a3377431014,oje|Gf|fiU?v@Gh@DF@ZE\?P@FDBb@Af@M`@S^]\e@Xm@XcAJy@l@qMHaA@wABgADq@Jm@FOf@e@\KTJp@_@n@e@TS\c@^_A^sANeALwBTwBDcBLiBLk@FODq@PQHE@EA{@G_AScA_@iAyAmCq@qAOe@Ks@?aFCo@G[GMOGSBYH[@SCw@?FCfBARCd@AJHBDBtCBNP`@?fB@RJ`@L`@hAvBN\n@~@Pd@Nf@@PCZDd@Cb@@~@AZIx@c@lD}@bKQz@Wz@O`@Yb@m@t@cAr@gA^i@FIJOp@E\?vAm@fRKbAG^]bAMXm@v@a@Zi@V_@He@@OCIMAKXkMF{@Jk@Z_APWFi@`@iADe@GUKG[_@a@[QW,2
32,2,Lunch Run,5426.6,1678,2065,100.2,Run,Run,,3377431053,2020-02-06T19:16:18Z,2020-02-06T12:16:18Z,(GMT-07:00) America/Denver,-25200.0,,,,0,0,0,1,0,False,False,False,False,everyone,False,,"[46.846119, -113.995438]","[46.849764, -113.988489]",3.234,4.7,78.9,False,False,False,1072.8,975.2,3608828685,3608828685,stripped_health_data_56603883_1588289661.gpx,False,0,0,False,56603883,1,a3377431053,es||GnvwvT^EP@VEF?NJHHd@nAFFJD`@C^G`@e@TKt@KdCGJBf@d@ZL`@Ff@P`@CXB`@?d@FTNt@Oj@SNILLH@@IT_Ab@wAz@uBn@sAbAiBp@gAdAwAnAsAXW`@W`@MVQRQh@Qn@c@\QjByAREvB_BtAy@fAy@t@_@dAu@d@Ud@]b@Wb@Sd@a@XIZULEv@i@?Fy@r@WLK@CAIKCYBeDEkABsAAk@CYEC[@YEICKOKEg@Cu@OaAYyAk@WEW@QD[Je@R]RSRm@d@m@XsALiCByAEMGcB@cCEsEPw@CAXBhAAhCD`E?jBAt@QrBEbBAZH`EO|E?x@M`E@dACd@Bl@Lz@EbA@p@@BF?NKJBHHBNWlBG~AELG@qBAyACwCBsBF{AC_AFMAo@@g@Ey@?{A?{@Hm@@yBEkAB_@C_@SKCuACMGW[O]Im@AcB@iCIyB@gCDcAAiIBmACaABaAEuA@gAFcAIgCF_I?YGm@@aAEQIASJ[@]HcB?JFBN,2
33,2,Afternoon Run,5038.3,1759,2366,8.7,Run,Run,,3377431132,2020-02-05T22:09:40Z,2020-02-05T15:09:40Z,(GMT-07:00) America/Denver,-25200.0,,,,0,0,0,2,0,False,False,False,False,everyone,False,,"[46.824454, -114.078102]","[46.824124, -114.078246]",2.864,5.4,80.0,False,False,False,961.6,953.6,3608828716,3608828716,stripped_health_data_56603883_1588289662.gpx,False,0,0,False,56603883,1,a3377431132,ykx|Gd{gwTEFh@_AX_@LTS`@@@BAJe@AWCEQI?LH^BGPWAMMIOC[AC@AJIJ?HJFDJLHLTX?LCZa@@GC@EG?CGHSHo@a@GGMXCA?NFABKDE?GOs@CN@FOXGFG@CJ?HHZNTNNN?@@B_@AKEI@K?UB@ACC?AN[j@HJD?HFTF@ABBBGRm@EEEACIKKEAABCAL@@HB?@CKCGBCO?FAFGHQNBPB@f@u@B?IL@LBBLBHIOWE@GGMHCEGDAHAACDUH?DEDh@PLI^MGUBIEKELDTGDBE?ICECUMQQECBACIPKH?PCL?AJ@XTLBFGH@BEF@BGA[OGC@IQBZDTJ?BESYUe@?K@A@DBEVZLR@NB@Bh@AHMJIBI@SEG@YAIQ?QLo@PGBIHHFEBBL?NHDN@NCZKJQ?MGK?ICIBOCGKAQJq@JKLGXLJ@DDRRB?DHA\OXQAMEUBKCIKAM@IRa@JOJJI`@@VGJ@JT`@DLA\Wb@?EBGd@O`@UPYDOFg@A]G[]eA_@g@[_@c@q@Si@ES]}@_@q@y@gBq@sBQ_Ag@wDEg@I[c@gBOq@q@_CWwAu@wCEYSa@Qo@_AaEIm@BC_@kBGMKc@QiAe@kBGq@a@iBM_@SyAe@_C?I{@mDa@aCQs@O]u@wD{@eDIo@e@qBE[\l@f@bB`@jBv@zBd@fBh@dCTtAAFT|@Hj@h@nB`@pB\fB?LJb@Dl@XxAb@zA?LX`AJn@ZlAD\VdAAJXbAb@fBBRPp@D\XdALp@?Hj@nC@HL`@Ht@hAdDVnAx@vCRx@Vl@ZlAJn@B`@DZ`@nAz@lB`@n@NNVb@NPPVFVHv@SdAOTIFe@FEC,2
34,2,Afternoon Run,1356.3,353,827,6.9,Run,Run,,3377430988,2020-02-05T21:38:36Z,2020-02-05T14:38:36Z,(GMT-07:00) America/Denver,-25200.0,,,,0,0,0,3,0,False,False,False,False,everyone,False,,"[46.828935, -114.063216]","[46.824326, -114.078326]",3.842,4.5,78.9,False,False,False,961.3,953.6,3608828667,3608828667,stripped_health_data_56603883_1588289661.gpx,False,0,0,False,56603883,1,a3377430988,ygy|Gb~dwT?Hb@hBp@`Cb@lBj@tBjA~Gd@nB`AzEZfArAzGNj@l@lBVtA^bB~@nDxAnGxArFd@fAVb@f@rAjApBX`@N`@DNBf@AJMVEXMVWP{@JGE,2
35,2,Afternoon Run,2690.8,822,822,7.3,Run,Run,,3377430999,2020-02-04T23:45:07Z,2020-02-04T16:45:07Z,(GMT-07:00) America/Denver,-25200.0,,,,1,0,0,3,0,False,False,False,False,everyone,False,,"[46.847248, -113.997047]","[46.863744, -113.984461]",3.273,7.4,78.4,False,False,False,982.8,975.4,3608828671,3608828671,stripped_health_data_56603883_1588289661.gpx,False,1,0,False,56603883,1,a3377430999,gz||Gp`xvTBJCZICS@GEENGACBECIBEFMCGEE@MIE@IKIEU@]E]IQIKKISG_BQm@I_BCsE@k@CaLDeBIoADoFDa@@c@@eACkB@_DCaBGsAMo@MWIEOAoBFcCCk@Cc@Dw@Au@BYFgEBsBK}AC_G@iB?eAEuABe@AgA@gBHWCYIIKQGMOQGKIGAMSMM]KEDKK[Ge@SMa@My@K_@IMYIUCGHUFg@GS@GAYW]K]QsAiAo@m@a@Wg@a@ICsAAk@Hs@Ba@DgCBuADmAEMGEOG@S`@,2
36,2,Afternoon Run,1509.0,282,282,9.1,Run,Run,,3377430941,2020-02-04T23:32:39Z,2020-02-04T16:32:39Z,(GMT-07:00) America/Denver,-25200.0,,,,2,0,0,3,0,False,False,False,False,everyone,False,,"[46.845998, -113.995904]","[46.845881, -113.99679]",5.351,6.8,86.5,False,False,False,979.1,975.8,3608828645,3608828645,stripped_health_data_56603883_1588289661.gpx,False,0,0,False,56603883,1,a3377430941,mr||GlywvTg@CGDKEGDIAIBIA[BKCGDKAIFOEYTMRGX?ZDXJVNLPHzDIPCNOJUFY?YKe@MQQISAiB@cABSBOJMRGb@Df@HTNPPH`ACvBCPCPKLUDWBYEYIUMOQEiBBuAAQBQJKTGVAXDXJTLPPHfCCr@@PCPKJSFW@[C[IUMQQGi@AkBFg@?SBOJMTEX?XDXHTNPRFtBAnAEBD,2
37,2,Afternoon Run,1507.3,277,277,9.1,Run,Run,,3377430962,2020-02-04T23:24:31Z,2020-02-04T16:24:31Z,(GMT-07:00) America/Denver,-25200.0,,,,1,0,0,6,0,False,False,False,False,everyone,False,,"[46.845946, -113.995931]","[46.846024, -113.996792]",5.442,6.0,87.1,False,False,False,979.1,975.8,3608828669,3608828669,stripped_health_data_56603883_1588289661.gpx,False,0,0,False,56603883,1,a3377430962,cr||GrywvTO@qBCcABSJMREJEZB\FXLRNLRBvA?fBAPKLUHY?YCYOa@GGSGwAAqBDSHMNKf@@ZDXJRNLPFvAB~ACRCPMJUF[?]EYKUGGQK]CeABsBJIBONITCX@XL^LNPHR@vDCPINQHYB[A[IWKQQIUCsCBg@BQFGFMTEX?ZFZJTXRR@n@ArB@,2
38,2,Afternoon Run,1497.9,279,279,9.2,Run,Run,,3377430956,2020-02-04T23:16:09Z,2020-02-04T16:16:09Z,(GMT-07:00) America/Denver,-25200.0,,,,0,0,0,4,0,False,False,False,False,everyone,False,,"[46.846015, -113.995915]","[46.846, -113.996749]",5.369,6.3,86.6,False,False,False,979.1,975.8,3608828631,3608828631,stripped_health_data_56603883_1588289661.gpx,False,0,0,False,56603883,1,a3377430956,qr||GnywvTCAQBIAIJcCDSBOHMPEVAZFXJTDHPLT@`DC\ENILUFW@[CYIUMQSKaDHm@DOJMPGb@?XFTPXPHP@zDGHAFCNSFWBYAYGWKSQKQAo@DuA?q@@SBWRMb@@f@FVPVPHPBtDGPGNOHUDYA[Ka@MOQISCuAFo@Aq@BQHMNKVCZDZHTNRPJT@xBIh@@,2
39,2,Afternoon Run,1484.9,279,279,9.1,Run,Run,,3377430953,2020-02-04T23:07:54Z,2020-02-04T16:07:54Z,(GMT-07:00) America/Denver,-25200.0,,,,0,0,0,6,0,False,False,False,False,everyone,False,,"[46.845992, -113.995938]","[46.846028, -113.99678]",5.322,5.8,86.9,False,False,False,979.1,975.8,3608828666,3608828666,stripped_health_data_56603883_1588289661.gpx,False,0,0,False,56603883,1,a3377430953,mr||GrywvTS@aCCo@DQLKRCJC\BZDXNRNLRBtBIl@?RAPINQJWBYC[GWKQQISAaEVOJMNGb@@ZFVRZPHP@zBGp@EPINSHWB[A[GYMQQMS?yDRQHKRGVAVBVFTNPNJP@vDIPINSHWBYAYEWMSOKSA_BHoA@SBQHEFKTCV@XDVRZPJP@bDC,2
40,2,Afternoon Run,3039.2,778,888,6.2,Run,Run,,3377430986,2020-02-04T22:34:46Z,2020-02-04T15:34:46Z,(GMT-07:00) America/Denver,-25200.0,,,,1,0,0,5,0,False,False,False,False,everyone,False,,"[46.860514, -113.984529]","[46.847162, -113.996954]",3.906,8.9,78.9,False,False,False,983.3,974.3,3608828639,3608828639,stripped_health_data_56603883_1588289661.gpx,False,0,0,False,56603883,1,a3377430986,em_}GhruvTPIJVNH@UBB@OFBDH@\AIH@HLb@ERDHEJDBTNODBDFJj@V|@Hn@DrADDl@?LBR?f@Jd@ADBBD@P@~@Bf@XZ?HBFCJDBNfAHAZYPGd@MH@NN@FRnB^BXA^GdABZFFER@PATBLCZENEL@`AKh@U`@E\KLAPIPCp@UX?j@M^@JEt@ELG`@Ab@IxAAh@IV?`@Iv@Al@G\AlAMZ?b@BZCVHNA\FN@RBfB?r@@|@C\FNR`@t@Fx@Bl@@pBClBCj@D`A@v@C~AC`@?zACpAEZ@nBFl@E~@?~@CN@|@D\@bCFpA@z@Cb@H|@@dAAH?r@FbAHJHFFNBJFtAAbBDx@DGn@KJGRGPOFMF?FIVDFDf@H@Fb@y@JOLKBE?OS{@Ag@Ls@Ve@PIv@I^Mt@I^?R@JFZ`@@CDRCjACJMJG?EBK?SHi@DOVGB[?u@GyARECBGI@,2
41,2,Afternoon Run,12299.3,2959,3269,35.1,Run,Run,,3377431213,2020-02-03T22:38:21Z,2020-02-03T15:38:21Z,(GMT-07:00) America/Denver,-25200.0,,,,5,0,0,4,0,False,False,False,False,everyone,False,,"[46.866393, -113.990667]","[46.863633, -113.984144]",4.157,11.2,80.3,False,False,False,989.4,968.5,3608828773,3608828773,stripped_health_data_56603883_1588289662.gpx,False,4,0,False,56603883,1,a3377431213,}q`}GtxvvT?b@CJ?XELFVFJAJCH@FOb@@^CHLpBAdABVDhB?dAGv@?l@OfBi@jCIr@SbAYbAYt@a@p@OPQl@Wj@Mb@IPIf@A`@SfAA\UbAYt@K`@OBIPET@JENYt@OTmArAc@p@[VS^o@b@g@d@Uh@OTKt@Qf@Ar@CRk@rA?P?JBBCb@BREf@@b@Mx@MlBAHKRe@h@G\AhCDxAFn@?j@TxBB^Cb@FZHHj@JVLn@r@^ZbA`AtAfA`@`@\X`@Pb@\z@~@FNRZh@b@`@t@VZlAjAb@Vj@b@p@fAr@l@~@f@f@ZTVPHZf@^^lAIJ@ZLf@`@lAnAPJv@z@f@\Zd@`@VbA`ALJ@Lt@h@h@l@lB`BvBnBBHr@f@VXdA~@dCjCfA`Af@t@XTXFX`@~@p@jAnAlBhBJLtChCZd@`@Zz@x@z@r@fDhDv@b@bBxAh@j@BFJL~@~@`@h@h@\v@p@f@XZ^d@VbAhAv@n@`AhAj@`@`CvBxA~AnAz@v@v@hA|@DHJABK?[SwD?q@Ei@@oECaCIaD@eDBaAEcCH_DC_B@yDCcDB_ANkAl@AJO?GMOAUCsFBqBAoAG{DEeA@w@EsBHqD@wBCqAJ}E@}DBcCAwCDQxA?\KzEDfAEtAFx@IbCAlCFhEIpC@nABtDCz@@tE@j@EtJBLEVY`@M@EUs@a@}@}AkESu@O_@[uA]}@g@iBmA}Dk@kCSqAGg@UoAQc@Mk@Oc@m@eDoBqHMu@Qu@QaAQi@S[MIMCwAGoCFaBGUKW[OEaFB_@ACQNuBAWCG][MGm@Kw@[MMY}@Sa@KIuCDy@Hu@@a@OIDQTMFeEBKGOY]]Ac@DwC?iIDiEEk@CwABk@?wBDi@Bk@GcBBiCDgA@kCEmBAIKMa@KmCJ{DEw@@]DoB?aAEqD@aBKwFE{EJcBEcB@oAFe@AuBFoAOSMcBLoABkAOc@@MFM?i@e@y@yAOe@Mi@IeAB}AJw@VqA@S@wBBi@@qAEaBBi@CaC?UHq@CK{@MkABMFILS`AMR[Hs@CYBUGQQ]OYWoC_BkAu@c@_@w@S[A[L]Vc@f@QZ[tAE^K`BCRIxBDdBAzBCp@@FHJ|@?h@FjCO,2
42,2,Morning Run,6823.9,1880,3773,7.5,Run,Run,,3377431289,2020-02-01T16:31:43Z,2020-02-01T09:31:43Z,(GMT-07:00) America/Denver,-25200.0,,,,0,0,0,1,0,False,False,False,False,everyone,False,,"[46.747009, -113.940538]","[46.783379, -113.985781]",3.63,7.8,79.0,False,False,False,1208.4,1120.3,3608828770,3608828770,stripped_health_data_56603883_1588289662.gpx,False,0,0,False,56603883,1,a3377431289,wgi|Gj_mvThBICCx@?LGFZBD@EDNGCc@Ec@Fu@PGDO@EHSHs@NeA@]Bm@Aa@D_@@UCo@?QE}AF]GaAKq@A_@BWF]@UFY@_@HMLu@bAEJc@l@INu@jA_@ZUNE@_At@c@b@S^c@hAk@z@QL[Ni@Fo@W{@o@g@Wa@[s@w@OS_@_@}@o@]_@m@a@_@a@][g@Uc@_@MESKOC_@SYKUCs@@_@Dw@V_AFcAEkCA_@CQIiBYkBe@aA@SGk@ASKUCSIc@I{@?WE]Ku@OqAa@kAGY@SH[Rc@b@y@p@AFe@XYBa@P_Ad@g@Ro@b@k@Vu@R]Na@HIFkA\[PuAn@WHa@H_@N_@Fs@`@MDe@\[Pq@|@MFI@EBs@n@_@TaAr@UJg@DQJu@\y@j@o@NYL_@Hg@V}@ViEnBSLcAfAeAvAKJIBOPQZONKXc@t@O`@Ov@[r@GDM`@EDMTa@hAGb@M`B_@hBInA_@hAcAlB_BjBSZM^InAGZChCGnAQvAMb@Sd@OTUz@IJIf@Y`AGn@?^APBhARnCIhAUxAUn@_BlCEXIRKJELGBS`@Y^e@f@IVOv@Ed@Kj@CZGZU`D?^MzB?z@B`ADRC?CFKjAK`BKz@K^_@z@GXOZKd@Ud@YbAMVWZYh@SRUZm@zASzAO`@KHAJOr@Ep@EFMj@Mt@E\GNId@A`@Ox@KVGp@?j@GjAMfBA\Dn@P`ABZH`@@p@S`Ao@vBGRC\AGOx@CH]d@ENAVFF@LQpAMl@EhABt@b@vBFfA@\CPGpB@d@Jj@N^\hBN~ACt@K~@K^WbBWjAe@tAO\s@tAKJU^g@rAS~AGzAI`@UfBS|@c@hAWl@Oh@q@tACDC@,2
